Iteration,Dimers_Count,GTPs_Count,GDPs-Count,Active Dimers - Count,Inactive Dimers - Count, Current GTPs, Current GDPs, Longest Protofilament Length,Micro Tubule length,Dimers in Main Structure,Dehydrolized Dimers Count, Mean Protofilament Length
4100,700,58,6,598,74,0,0,5,1,28,18,2.15384615384615
4110,700,58,6,598,74,0,0,5,1,28,18,2.15384615384615
4120,700,57,6,599,73,0,0,5,1,28,19,2.15384615384615
4130,700,56,5,600,72,0,0,5,1,28,19,2.15384615384615
4140,700,61,1,600,73,0,0,5,1,27,18,2.07692307692308
4150,700,61,2,600,74,0,0,5,1,26,17,2
4160,700,60,3,599,75,0,0,6,1,26,16,2
4170,700,59,3,597,75,0,0,7,1,28,16,2.15384615384615
4180,700,58,3,597,75,0,0,7,1,28,16,2.15384615384615
4190,700,58,2,597,74,0,0,8,1,29,17,2.23076923076923
4200,700,59,1,596,74,0,0,8,1,30,17,2.30769230769231
4210,700,60,0,594,74,0,0,10,1,32,17,2.46153846153846
4220,700,60,0,594,74,0,0,10,1,32,17,2.46153846153846
4230,700,60,0,594,74,0,0,10,1,32,17,2.46153846153846
4240,700,60,2,593,76,0,0,10,1,31,16,2.30769230769231
4250,700,60,10,593,84,0,0,3,1,23,16,1.76923076923077
4260,700,60,10,593,84,0,0,3,1,23,16,1.76923076923077
4270,700,60,10,593,84,0,0,3,1,23,16,1.76923076923077
4280,700,60,11,592,85,0,0,3,1,23,15,1.76923076923077
4290,700,62,9,590,85,0,0,4,1,25,15,1.92307692307692
4300,700,70,1,589,85,0,0,4,1,26,15,2
4310,700,69,1,590,84,0,0,4,1,26,17,2
4320,700,68,1,590,84,0,0,4,1,26,17,2
4330,700,69,0,590,84,0,0,4,1,26,17,2
4340,700,67,1,592,83,0,0,4,1,25,17,1.92307692307692
4350,700,66,4,591,86,0,0,4,1,23,16,1.76923076923077
4360,700,66,5,591,87,0,0,4,1,22,15,1.69230769230769
4370,700,65,5,592,86,0,0,4,1,22,15,1.69230769230769
4380,700,64,5,593,85,0,0,4,1,22,15,1.69230769230769
4390,700,64,4,594,84,0,0,4,1,22,15,1.69230769230769
4400,700,67,2,594,85,0,0,4,1,21,14,1.61538461538462
4410,700,67,1,595,84,0,0,4,1,21,14,1.61538461538462
4420,700,66,1,595,84,0,0,4,1,21,14,1.61538461538462
4430,700,66,1,593,84,0,0,5,1,23,14,1.76923076923077
4440,700,66,1,593,84,0,0,5,1,23,14,1.76923076923077
4450,700,66,0,593,83,0,0,6,1,24,14,1.84615384615385
4460,700,66,0,593,83,0,0,6,1,24,14,1.84615384615385
4470,700,65,0,594,82,0,0,6,1,24,15,1.84615384615385
4480,700,63,0,596,80,0,0,6,1,24,15,1.84615384615385
4490,700,62,0,597,79,0,0,6,1,24,15,1.84615384615385
4500,700,62,0,597,79,0,0,6,1,24,15,1.84615384615385
4510,700,61,0,598,78,0,0,6,1,24,15,1.84615384615385
4520,700,61,0,598,78,0,0,6,1,24,15,1.84615384615385
4530,700,59,0,600,76,0,0,6,1,24,15,1.84615384615385
4540,700,58,0,601,75,0,0,6,1,24,15,1.84615384615385
4550,700,57,0,601,74,0,0,6,1,25,15,1.92307692307692
4560,700,56,0,602,73,0,0,6,1,25,15,1.92307692307692
4570,700,56,0,602,73,0,0,6,1,25,15,1.92307692307692
4580,700,56,0,602,73,0,0,6,1,25,15,1.92307692307692
4590,700,56,0,602,73,0,0,6,1,25,15,1.92307692307692
4600,700,56,0,602,73,0,0,6,1,25,15,1.92307692307692
4610,700,56,0,602,73,0,0,6,1,25,15,1.92307692307692
4620,700,55,0,603,72,0,0,6,1,25,15,1.92307692307692
4630,700,54,0,604,71,0,0,6,1,25,15,1.92307692307692
4640,700,53,0,605,70,0,0,6,1,25,15,1.92307692307692
4650,700,52,0,606,69,0,0,6,1,25,15,1.92307692307692
4660,700,50,0,608,67,0,0,6,1,25,15,1.92307692307692
4670,700,50,0,607,67,0,0,6,1,26,15,2
4680,700,50,0,606,67,0,0,6,1,27,15,2.07692307692308
4690,700,50,0,606,67,0,0,6,1,27,15,2.07692307692308
4700,700,50,0,606,67,0,0,6,1,27,16,2.07692307692308
4710,700,50,1,606,68,0,0,6,1,26,15,2
4720,700,49,1,607,67,0,0,6,1,26,15,2
4730,700,49,1,606,67,0,0,6,1,27,15,2.07692307692308
4740,700,48,1,607,66,0,0,6,1,27,16,2.07692307692308
4750,700,48,1,604,66,0,0,6,1,30,16,2.30769230769231
4760,700,49,0,601,66,0,0,6,1,33,16,2.53846153846154
4770,700,49,0,601,66,0,0,6,1,33,16,2.53846153846154
4780,700,48,1,600,67,0,0,6,1,33,16,2.53846153846154
4790,700,48,1,598,67,0,0,7,1,35,17,2.69230769230769
4800,700,48,1,598,67,0,0,7,1,35,18,2.69230769230769
4810,700,48,1,597,67,0,0,7,1,36,18,2.76923076923077
4820,700,48,1,596,67,0,0,7,1,37,18,2.84615384615385
4830,700,49,6,595,73,0,0,6,1,32,17,2.46153846153846
4840,700,49,6,595,73,0,0,6,1,32,18,2.46153846153846
4850,700,48,6,594,72,0,0,6,1,34,18,2.61538461538462
4860,700,48,6,594,72,0,0,6,1,34,18,2.61538461538462
4870,700,48,6,594,72,0,0,6,1,34,18,2.61538461538462
4880,700,54,0,592,72,0,0,6,1,36,18,2.76923076923077
4890,700,53,0,593,71,0,0,6,1,36,18,2.76923076923077
4900,700,52,0,594,70,0,0,6,1,36,18,2.76923076923077
4910,700,51,0,595,69,0,0,6,1,36,18,2.76923076923077
4920,700,50,0,594,68,0,0,6,1,38,18,2.92307692307692
4930,700,50,0,594,68,0,0,6,1,38,20,2.92307692307692
4940,700,50,0,594,68,0,0,6,1,38,21,2.92307692307692
4950,700,50,0,592,68,0,0,8,1,40,21,3.07692307692308
4960,700,50,0,592,68,0,0,8,1,40,21,3.07692307692308
4970,700,50,0,592,68,0,0,8,1,40,21,3.07692307692308
4980,700,50,0,592,68,0,0,8,1,40,21,3.07692307692308
4990,700,50,0,592,68,0,0,8,1,40,21,3.07692307692308
5000,700,50,0,592,68,0,0,8,1,40,21,3.07692307692308
5010,700,50,0,592,68,0,0,8,1,40,21,3.07692307692308
5020,700,50,0,588,68,0,0,8,1,44,21,3.38461538461538
5030,700,50,0,588,68,0,0,8,1,44,21,3.38461538461538
5040,700,49,0,589,67,0,0,8,1,44,21,3.38461538461538
5050,700,49,0,589,67,0,0,8,1,44,21,3.38461538461538
5060,700,49,0,588,67,0,0,8,1,45,21,3.46153846153846
5070,700,49,0,588,67,0,0,8,1,45,21,3.46153846153846
5080,700,49,0,587,67,0,0,8,1,46,21,3.53846153846154
5090,700,49,0,587,67,0,0,8,1,46,21,3.53846153846154
5100,700,49,0,587,67,0,0,8,1,46,21,3.53846153846154
5110,700,49,0,587,67,0,0,8,1,46,21,3.53846153846154
5120,700,49,0,587,67,0,0,8,1,46,21,3.53846153846154
5130,700,49,0,586,67,0,0,8,1,47,21,3.61538461538462
5140,700,48,0,587,66,0,0,8,1,47,21,3.61538461538462
5150,700,48,0,587,66,0,0,8,1,47,21,3.61538461538462
5160,700,48,0,587,66,0,0,8,1,47,21,3.61538461538462
5170,700,48,0,587,66,0,0,8,1,47,22,3.61538461538462
5180,700,48,0,587,66,0,0,8,1,47,23,3.61538461538462
5190,700,48,0,587,66,0,0,8,1,47,23,3.61538461538462
5200,700,48,0,587,66,0,0,8,1,47,23,3.61538461538462
5210,700,48,0,587,66,0,0,8,1,47,23,3.61538461538462
5220,700,48,0,587,66,0,0,8,1,47,23,3.61538461538462
5230,700,48,0,584,66,0,0,8,1,50,24,3.84615384615385
5240,700,48,2,584,68,0,0,8,1,48,23,3.69230769230769
5250,700,48,2,584,68,0,0,8,1,48,24,3.69230769230769
5260,700,47,2,584,67,0,0,8,1,49,25,3.76923076923077
5270,700,47,2,584,67,0,0,8,1,49,25,3.76923076923077
5280,700,47,4,581,69,0,0,8,1,50,25,3.84615384615385
5290,700,47,7,583,72,0,0,7,1,45,23,3.46153846153846
5300,700,46,7,584,71,0,0,7,1,45,23,3.46153846153846
5310,700,46,8,584,72,0,0,7,1,44,23,3.38461538461538
5320,700,45,8,585,71,0,0,7,1,44,24,3.38461538461538
5330,700,47,7,584,72,0,0,7,1,44,24,3.38461538461538
5340,700,51,6,585,75,0,0,7,1,40,22,3.07692307692308
5350,700,48,8,586,74,0,0,7,1,40,22,3.07692307692308
5360,700,48,8,585,75,0,0,7,1,40,21,3.07692307692308
5370,700,47,8,585,75,0,0,7,1,40,21,3.07692307692308
5380,700,47,7,583,75,0,0,9,1,42,23,3.23076923076923
5390,700,49,10,583,81,0,0,9,1,36,20,2.76923076923077
5400,700,48,16,585,87,0,0,5,1,28,16,2.15384615384615
5410,700,48,15,585,87,0,0,5,1,28,16,2.15384615384615
5420,700,47,15,586,86,0,0,5,1,28,17,2.15384615384615
5430,700,45,15,587,85,0,0,5,1,28,17,2.15384615384615
5440,700,52,10,587,87,0,0,5,1,26,16,2
5450,700,58,2,587,87,0,0,5,1,26,16,2
5460,700,58,2,587,87,0,0,5,1,26,16,2
5470,700,58,2,587,87,0,0,5,1,26,16,2
5480,700,57,2,587,87,0,0,5,1,26,16,2
5490,700,58,0,587,87,0,0,5,1,26,16,2
5500,700,57,0,588,86,0,0,5,1,26,16,2
5510,700,56,0,589,85,0,0,5,1,26,16,2
5520,700,56,0,588,85,0,0,6,1,27,17,2.07692307692308
5530,700,55,0,589,84,0,0,6,1,27,17,2.07692307692308
5540,700,53,0,591,82,0,0,6,1,27,17,2.07692307692308
5550,700,53,0,591,82,0,0,6,1,27,17,2.07692307692308
5560,700,53,1,591,83,0,0,6,1,26,17,1.92307692307692
5570,700,53,2,590,84,0,0,7,1,26,17,2
5580,700,53,2,590,84,0,0,7,1,26,17,2
5590,700,52,2,588,83,0,0,7,1,29,17,2.23076923076923
5600,700,52,3,588,84,0,0,7,1,28,16,2.15384615384615
5610,700,52,2,588,83,0,0,7,1,29,16,2.23076923076923
5620,700,52,1,588,82,0,0,7,1,30,16,2.30769230769231
5630,700,52,2,588,83,0,0,7,1,29,15,2.23076923076923
5640,700,52,2,588,83,0,0,7,1,29,15,2.23076923076923
5650,700,53,1,587,83,0,0,7,1,30,15,2.30769230769231
5660,700,53,1,587,83,0,0,7,1,30,15,2.30769230769231
5670,700,53,1,587,83,0,0,7,1,30,15,2.30769230769231
5680,700,52,0,589,81,0,0,7,1,30,15,2.30769230769231
5690,700,52,0,589,81,0,0,7,1,30,15,2.30769230769231
5700,700,50,0,591,79,0,0,7,1,30,15,2.30769230769231
5710,700,49,0,591,78,0,0,7,1,31,15,2.38461538461538
5720,700,48,0,592,77,0,0,7,1,31,15,2.38461538461538
5730,700,47,0,592,76,0,0,7,1,32,17,2.46153846153846
5740,700,47,0,592,76,0,0,7,1,32,17,2.46153846153846
5750,700,47,0,592,76,0,0,7,1,32,17,2.46153846153846
5760,700,47,0,592,76,0,0,7,1,32,17,2.46153846153846
5770,700,46,0,593,75,0,0,7,1,32,17,2.46153846153846
5780,700,45,0,594,74,0,0,7,1,32,18,2.46153846153846
5790,700,45,0,594,74,0,0,7,1,32,18,2.46153846153846
5800,700,45,0,594,74,0,0,7,1,32,18,2.46153846153846
5810,700,45,3,594,77,0,0,7,1,29,17,2.23076923076923
5820,700,45,8,593,82,0,0,5,1,25,15,1.92307692307692
5830,700,45,8,591,82,0,0,7,1,27,15,2.07692307692308
5840,700,44,8,592,81,0,0,7,1,27,15,2.07692307692308
5850,700,43,8,592,81,0,0,7,1,27,15,2.07692307692308
5860,700,46,5,592,81,0,0,7,1,27,16,2.07692307692308
5870,700,51,0,592,81,0,0,7,1,27,16,2.07692307692308
5880,700,50,2,593,82,0,0,7,1,25,16,1.92307692307692
5890,700,50,4,593,84,0,0,7,1,23,14,1.76923076923077
5900,700,48,4,594,83,0,0,7,1,23,14,1.76923076923077
5910,700,45,4,596,81,0,0,7,1,23,14,1.76923076923077
5920,700,43,4,598,79,0,0,7,1,23,14,1.76923076923077
5930,700,45,2,598,79,0,0,7,1,23,14,1.76923076923077
5940,700,46,0,598,78,0,0,7,1,24,14,1.84615384615385
5950,700,46,1,598,79,0,0,7,1,23,13,1.76923076923077
5960,700,46,1,598,79,0,0,7,1,23,13,1.76923076923077
5970,700,45,1,599,78,0,0,7,1,23,13,1.76923076923077
5980,700,45,1,599,78,0,0,7,1,23,13,1.76923076923077
5990,700,45,1,599,78,0,0,7,1,23,13,1.76923076923077
6000,700,46,0,599,78,0,0,7,1,23,13,1.76923076923077
6010,700,46,0,599,78,0,0,7,1,23,13,1.76923076923077
6020,700,46,0,599,78,0,0,7,1,23,13,1.76923076923077
6030,700,46,0,597,78,0,0,7,1,25,13,1.92307692307692
6040,700,46,0,597,78,0,0,7,1,25,13,1.92307692307692
6050,700,46,0,597,78,0,0,7,1,25,13,1.92307692307692
6060,700,46,0,597,78,0,0,7,1,25,13,1.92307692307692
6070,700,46,0,596,78,0,0,7,1,26,13,2
6080,700,45,0,597,77,0,0,7,1,26,14,2
6090,700,44,0,598,76,0,0,7,1,26,16,2
6100,700,44,0,597,76,0,0,8,1,27,16,2.07692307692308
6110,700,44,0,597,76,0,0,8,1,27,17,2.07692307692308
6120,700,44,0,597,76,0,0,8,1,27,18,2.07692307692308
6130,700,44,0,597,76,0,0,8,1,27,18,2.07692307692308
6140,700,44,0,597,76,0,0,8,1,27,18,2.07692307692308
6150,700,44,0,597,76,0,0,8,1,27,19,2.07692307692308
6160,700,43,0,597,75,0,0,9,1,28,19,2.15384615384615
6170,700,42,5,594,79,0,0,9,1,27,17,2
6180,700,42,12,594,86,0,0,5,1,20,14,1.53846153846154
6190,700,42,12,594,86,0,0,5,1,20,14,1.53846153846154
6200,700,42,12,594,86,0,0,5,1,20,14,1.53846153846154
6210,700,40,12,595,84,0,0,5,1,21,14,1.61538461538462
6220,700,45,7,595,84,0,0,5,1,21,14,1.61538461538462
6230,700,52,0,595,84,0,0,5,1,21,14,1.61538461538462
6240,700,52,0,595,84,0,0,5,1,21,14,1.61538461538462
6250,700,52,0,593,84,0,0,5,1,23,14,1.76923076923077
6260,700,51,0,594,83,0,0,5,1,23,14,1.76923076923077
6270,700,50,4,595,86,0,0,3,1,19,13,1.46153846153846
6280,700,48,4,595,85,0,0,3,1,20,13,1.53846153846154
6290,700,48,4,594,85,0,0,3,1,21,13,1.61538461538462
6300,700,48,4,594,85,0,0,3,1,21,13,1.61538461538462
6310,700,48,4,594,85,0,0,3,1,21,13,1.61538461538462
6320,700,52,0,594,85,0,0,3,1,21,13,1.61538461538462
6330,700,52,0,594,85,0,0,3,1,21,13,1.61538461538462
6340,700,52,0,594,85,0,0,3,1,21,13,1.61538461538462
6350,700,52,0,594,85,0,0,3,1,21,13,1.61538461538462
6360,700,51,0,595,84,0,0,3,1,21,13,1.61538461538462
6370,700,51,0,595,84,0,0,3,1,21,13,1.61538461538462
6380,700,49,0,597,82,0,0,3,1,21,13,1.61538461538462
6390,700,48,0,598,81,0,0,3,1,21,13,1.61538461538462
6400,700,48,0,598,81,0,0,3,1,21,13,1.61538461538462
6410,700,48,0,598,81,0,0,3,1,21,13,1.61538461538462
6420,700,48,0,598,81,0,0,3,1,21,13,1.61538461538462
6430,700,47,0,599,80,0,0,3,1,21,13,1.61538461538462
6440,700,47,0,597,80,0,0,5,1,23,14,1.76923076923077
6450,700,47,1,597,81,0,0,5,1,22,13,1.69230769230769
6460,700,45,1,599,79,0,0,5,1,22,13,1.69230769230769
6470,700,44,1,600,78,0,0,5,1,22,13,1.69230769230769
6480,700,44,1,600,78,0,0,5,1,22,13,1.69230769230769
6490,700,43,1,601,77,0,0,5,1,22,13,1.69230769230769
6500,700,42,0,603,75,0,0,5,1,22,13,1.69230769230769
6510,700,42,0,603,75,0,0,5,1,22,13,1.69230769230769
6520,700,40,0,603,74,0,0,5,1,23,13,1.76923076923077
6530,700,40,0,603,74,0,0,5,1,23,13,1.76923076923077
6540,700,40,0,602,74,0,0,5,1,24,13,1.84615384615385
6550,700,40,0,601,74,0,0,6,1,25,13,1.92307692307692
6560,700,40,0,600,74,0,0,6,1,26,13,2
6570,700,40,0,600,74,0,0,6,1,26,13,2
6580,700,40,0,600,74,0,0,6,1,26,13,2
6590,700,39,0,601,73,0,0,6,1,26,13,2
6600,700,39,0,601,73,0,0,6,1,26,13,2
6610,700,39,0,601,73,0,0,6,1,26,13,2
6620,700,39,0,601,73,0,0,6,1,26,13,2
6630,700,39,0,600,73,0,0,6,1,27,13,2.07692307692308
6640,700,38,0,601,72,0,0,6,1,27,13,2.07692307692308
6650,700,38,0,600,72,0,0,6,1,28,13,2.15384615384615
6660,700,38,0,600,72,0,0,6,1,28,13,2.15384615384615
6670,700,38,0,600,72,0,0,6,1,28,15,2.15384615384615
6680,700,37,0,601,71,0,0,6,1,28,15,2.15384615384615
6690,700,37,0,601,71,0,0,6,1,28,15,2.15384615384615
6700,700,37,0,601,71,0,0,6,1,28,15,2.15384615384615
6710,700,37,0,600,71,0,0,6,1,29,16,2.23076923076923
6720,700,37,2,599,73,0,0,6,1,28,15,2.15384615384615
6730,700,37,2,599,73,0,0,6,1,28,15,2.15384615384615
6740,700,37,2,598,73,0,0,6,1,29,15,2.23076923076923
6750,700,36,2,599,72,0,0,6,1,29,17,2.23076923076923
6760,700,35,2,600,71,0,0,6,1,29,17,2.23076923076923
6770,700,37,0,600,71,0,0,6,1,29,18,2.23076923076923
6780,700,35,0,600,70,0,0,6,1,30,19,2.30769230769231
6790,700,35,0,600,70,0,0,6,1,30,19,2.30769230769231
6800,700,35,7,600,77,0,0,6,1,23,16,1.76923076923077
6810,700,33,7,601,75,0,0,6,1,24,16,1.84615384615385
6820,700,33,8,600,76,0,0,6,1,24,15,1.84615384615385
6830,700,33,8,600,76,0,0,6,1,24,15,1.84615384615385
6840,700,33,8,599,76,0,0,6,1,25,15,1.92307692307692
6850,700,39,1,598,76,0,0,6,1,26,15,2
6860,700,39,1,598,76,0,0,6,1,26,15,2
6870,700,40,0,598,76,0,0,6,1,26,15,2
6880,700,38,0,599,75,0,0,6,1,26,15,2
6890,700,38,1,599,76,0,0,6,1,25,14,1.92307692307692
6900,700,38,1,597,76,0,0,6,1,27,14,2.07692307692308
6910,700,38,1,597,76,0,0,6,1,27,14,2.07692307692308
6920,700,38,1,597,76,0,0,6,1,27,14,2.07692307692308
6930,700,38,1,596,76,0,0,6,1,28,14,2.15384615384615
6940,700,39,0,595,76,0,0,6,1,29,14,2.23076923076923
6950,700,38,0,595,75,0,0,6,1,30,14,2.30769230769231
6960,700,38,0,595,75,0,0,6,1,30,14,2.30769230769231
6970,700,38,0,595,75,0,0,6,1,30,14,2.30769230769231
6980,700,37,0,595,74,0,0,7,1,31,14,2.38461538461538
6990,700,37,0,595,74,0,0,7,1,31,14,2.38461538461538
7000,700,37,0,595,74,0,0,7,1,31,14,2.38461538461538
7010,700,37,0,595,74,0,0,7,1,31,14,2.38461538461538
7020,700,37,0,595,74,0,0,7,1,31,15,2.38461538461538
7030,700,37,0,595,74,0,0,7,1,31,15,2.38461538461538
7040,700,37,0,595,74,0,0,7,1,31,15,2.38461538461538
7050,700,37,0,595,74,0,0,7,1,31,16,2.38461538461538
7060,700,37,0,594,74,0,0,7,1,32,16,2.46153846153846
7070,700,37,0,594,74,0,0,7,1,32,16,2.46153846153846
7080,700,37,0,594,74,0,0,7,1,32,16,2.46153846153846
7090,700,37,0,594,74,0,0,7,1,32,16,2.46153846153846
7100,700,36,0,595,73,0,0,7,1,32,16,2.46153846153846
7110,700,36,0,595,73,0,0,7,1,32,16,2.46153846153846
7120,700,35,0,596,72,0,0,7,1,32,16,2.46153846153846
7130,700,34,0,597,71,0,0,7,1,32,16,2.46153846153846
7140,700,34,0,594,71,0,0,9,1,35,16,2.69230769230769
7150,700,34,0,591,71,0,0,12,1,38,17,2.92307692307692
7160,700,34,10,590,81,0,0,7,1,29,16,2.23076923076923
7170,700,34,11,588,82,0,0,7,1,30,15,2.30769230769231
7180,700,34,11,588,82,0,0,7,1,30,15,2.30769230769231
7190,700,34,11,586,82,0,0,9,1,32,15,2.46153846153846
7200,700,34,11,584,82,0,0,10,1,34,15,2.61538461538462
7210,700,44,1,583,82,0,0,10,1,35,15,2.69230769230769
7220,700,45,0,583,82,0,0,10,1,35,15,2.69230769230769
7230,700,45,0,583,82,0,0,10,1,35,15,2.69230769230769
7240,700,43,0,584,80,0,0,11,1,36,15,2.76923076923077
7250,700,43,0,582,80,0,0,11,1,38,15,2.92307692307692
7260,700,43,0,582,80,0,0,11,1,38,15,2.92307692307692
7270,700,43,0,581,80,0,0,11,1,39,15,3
7280,700,43,0,581,80,0,0,11,1,39,16,3
7290,700,43,0,579,80,0,0,11,1,41,16,3.15384615384615
7300,700,43,0,579,80,0,0,11,1,41,17,3.15384615384615
7310,700,42,3,576,82,0,0,11,1,42,16,3.23076923076923
7320,700,42,3,573,82,0,0,13,1,45,17,3.46153846153846
7330,700,42,3,573,82,0,0,13,1,45,17,3.46153846153846
7340,700,41,3,574,81,0,0,13,1,45,18,3.46153846153846
7350,700,41,4,574,82,0,0,13,1,44,18,3.38461538461538
7360,700,43,1,574,81,0,0,13,1,45,18,3.46153846153846
7370,700,43,1,574,81,0,0,13,1,45,18,3.46153846153846
7380,700,43,1,572,81,0,0,13,1,47,18,3.61538461538462
7390,700,43,1,572,81,0,0,13,1,47,18,3.61538461538462
7400,700,44,0,572,81,0,0,13,1,47,20,3.61538461538462
7410,700,43,0,573,80,0,0,13,1,47,20,3.61538461538462
7420,700,42,9,573,88,0,0,7,1,39,19,3
7430,700,41,10,573,88,0,0,7,1,39,19,3
7440,700,40,10,573,87,0,0,7,1,40,20,3.07692307692308
7450,700,40,10,573,87,0,0,7,1,40,20,3.07692307692308
7460,700,39,11,574,87,0,0,7,1,39,19,3
7470,700,48,3,574,88,0,0,7,1,38,18,2.92307692307692
7480,700,48,2,574,87,0,0,7,1,39,18,3
7490,700,47,2,574,87,0,0,7,1,39,18,3
7500,700,47,2,572,87,0,0,7,1,41,18,3.15384615384615
7510,700,46,1,572,87,0,0,7,1,41,18,3.15384615384615
7520,700,46,0,573,86,0,0,7,1,41,18,3.15384615384615
7530,700,46,0,573,86,0,0,7,1,41,18,3.15384615384615
7540,700,46,0,572,86,0,0,7,1,42,18,3.23076923076923
7550,700,46,0,571,86,0,0,7,1,43,19,3.30769230769231
7560,700,46,0,571,86,0,0,7,1,43,19,3.30769230769231
7570,700,45,0,572,85,0,0,7,1,43,19,3.30769230769231
7580,700,45,0,571,85,0,0,7,1,44,19,3.38461538461538
7590,700,45,0,570,85,0,0,7,1,45,19,3.46153846153846
7600,700,44,0,569,84,0,0,7,1,47,19,3.61538461538462
7610,700,44,0,569,84,0,0,7,1,47,19,3.61538461538462
7620,700,44,0,569,84,0,0,7,1,47,19,3.61538461538462
7630,700,44,0,568,84,0,0,7,2,48,19,3.69230769230769
7640,700,43,3,567,86,0,0,7,2,47,18,3.61538461538462
7650,700,43,3,567,86,0,0,7,2,47,18,3.61538461538462
7660,700,42,3,568,85,0,0,7,2,47,18,3.61538461538462
7670,700,42,3,567,85,0,0,7,2,48,19,3.69230769230769
7680,700,42,3,567,85,0,0,7,2,48,19,3.69230769230769
7690,700,44,0,568,84,0,0,7,2,48,19,3.69230769230769
7700,700,44,0,568,84,0,0,7,2,48,20,3.69230769230769
7710,700,43,0,567,83,0,0,9,2,50,21,3.84615384615385
7720,700,43,0,567,83,0,0,9,2,50,21,3.84615384615385
7730,700,43,0,567,83,0,0,9,2,50,21,3.84615384615385
7740,700,43,0,566,83,0,0,9,2,51,22,3.92307692307692
7750,700,43,0,566,83,0,0,9,2,51,22,3.92307692307692
7760,700,43,0,563,83,0,0,11,2,54,22,4.15384615384615
7770,700,43,0,561,83,0,0,12,2,56,22,4.30769230769231
7780,700,41,0,563,81,0,0,12,2,56,22,4.30769230769231
7790,700,40,0,564,80,0,0,12,2,56,24,4.30769230769231
7800,700,40,0,564,80,0,0,12,2,56,24,4.30769230769231
7810,700,40,0,564,80,0,0,12,2,56,28,4.30769230769231
7820,700,39,0,565,79,0,0,12,2,56,29,4.30769230769231
7830,700,37,10,567,87,0,0,6,2,46,27,3.53846153846154
7840,700,37,11,567,88,0,0,6,2,45,26,3.46153846153846
7850,700,37,12,567,89,0,0,6,1,44,25,3.38461538461538
7860,700,37,12,565,89,0,0,6,1,46,26,3.53846153846154
7870,700,37,13,565,90,0,0,6,1,45,25,3.46153846153846
7880,700,47,3,565,90,0,0,6,1,45,26,3.46153846153846
7890,700,48,3,565,91,0,0,6,1,44,25,3.38461538461538
7900,700,49,5,565,94,0,0,6,1,41,23,3.15384615384615
7910,700,48,7,564,96,0,0,6,1,40,21,3.07692307692308
7920,700,49,6,564,96,0,0,6,1,40,21,3.07692307692308
7930,700,48,6,563,96,0,0,6,1,41,23,3.15384615384615
7940,700,49,5,563,96,0,0,6,1,41,23,3.15384615384615
7950,700,50,5,563,98,0,0,7,1,39,22,3
7960,700,52,3,563,98,0,0,7,1,39,22,3
7970,700,52,3,563,98,0,0,7,1,39,22,3
7980,700,51,3,562,98,0,0,7,1,40,22,3.07692307692308
7990,700,50,4,562,99,0,0,7,1,39,21,3
8000,700,53,1,562,99,0,0,7,1,39,23,3
8010,700,52,1,563,98,0,0,7,1,39,23,3
8020,700,51,1,564,97,0,0,7,1,39,23,3
8030,700,50,1,564,96,0,0,7,1,40,23,3.07692307692308
8040,700,51,0,563,96,0,0,7,1,41,23,3.15384615384615
8050,700,50,0,564,95,0,0,7,1,41,24,3.15384615384615
8060,700,49,0,565,94,0,0,7,1,41,24,3.15384615384615
8070,700,48,4,565,98,0,0,6,1,37,23,2.84615384615385
8080,700,48,5,565,99,0,0,6,1,36,23,2.76923076923077
8090,700,48,5,563,99,0,0,6,1,38,23,2.92307692307692
8100,700,46,5,564,98,0,0,6,1,38,25,2.92307692307692
8110,700,43,5,566,95,0,0,6,1,39,25,3
8120,700,47,1,566,95,0,0,6,1,39,25,3
8130,700,48,4,566,99,0,0,6,1,35,24,2.69230769230769
8140,700,48,4,565,99,0,0,6,1,36,24,2.76923076923077
8150,700,48,4,565,99,0,0,6,1,36,24,2.76923076923077
8160,700,47,4,566,98,0,0,6,1,36,24,2.76923076923077
8170,700,45,4,568,96,0,0,6,1,36,25,2.76923076923077
8180,700,49,1,568,97,0,0,6,1,35,24,2.69230769230769
8190,700,49,1,568,97,0,0,6,1,35,24,2.69230769230769
8200,700,49,1,566,97,0,0,6,1,37,24,2.84615384615385
8210,700,48,1,567,96,0,0,6,1,37,24,2.84615384615385
8220,700,47,12,565,107,0,0,4,1,28,21,2.15384615384615
8230,700,48,11,565,107,0,0,4,1,28,21,2.15384615384615
8240,700,46,11,566,106,0,0,4,1,28,21,2.15384615384615
8250,700,45,11,567,105,0,0,4,1,28,21,2.15384615384615
8260,700,44,11,567,104,0,0,4,1,29,21,2.23076923076923
8270,700,54,0,567,104,0,0,4,1,29,21,2.23076923076923
8280,700,52,2,567,106,0,0,4,1,27,20,2.07692307692308
8290,700,52,2,567,106,0,0,4,1,27,20,2.07692307692308
8300,700,52,2,567,106,0,0,4,1,27,20,2.07692307692308
8310,700,52,2,567,106,0,0,4,1,27,20,2.07692307692308
8320,700,52,2,567,106,0,0,4,1,27,20,2.07692307692308
8330,700,53,1,568,106,0,0,4,1,26,19,2
8340,700,52,1,569,105,0,0,4,1,26,19,2
8350,700,52,1,567,105,0,0,4,1,28,19,2.15384615384615
8360,700,52,3,567,107,0,0,4,1,26,19,2
8370,700,52,3,567,107,0,0,4,1,26,19,2
8380,700,52,2,568,106,0,0,4,1,26,19,2
8390,700,51,2,569,105,0,0,4,1,26,19,2
